Record#,Match#,Cup#,Race#,Date,Extra150cc,Cup,Track,Racer,Points,RaceWin,CupWin,CupPoints,MatchPoints,Range,MatchCupWins,MatchRaceWins,MatchWinType,ComputerWinFirst,MatchWin
838,27,105,419,10/20/13,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Lose,24,109,100-109,3,10,Cup Win,NO,Win
839,27,105,420,10/20/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Win,30,88,080-089,1,6,Cup Lose,NO,Lose
840,27,105,420,10/20/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Lose,24,109,100-109,3,10,Cup Win,NO,Win
841,27,106,421,10/20/13,Extra,2 Flower Cup,5 Toad's Turnpike,Mario,1,Lose,Lose,19,88,080-089,1,6,Cup Lose,NO,Lose
842,27,106,421,10/20/13,Extra,2 Flower Cup,5 Toad's Turnpike,Peter,9,Win,Win,36,109,100-109,3,10,Cup Win,NO,Win
843,27,106,422,10/20/13,Extra,2 Flower Cup,6 Frappe Snowland,Mario,6,Lose,Lose,19,88,080-089,1,6,Cup Lose,NO,Lose
844,27,106,422,10/20/13,Extra,2 Flower Cup,6 Frappe Snowland,Peter,9,Win,Win,36,109,100-109,3,10,Cup Win,NO,Win
845,27,106,423,10/20/13,Extra,2 Flower Cup,7 Choco Mountain,Mario,6,Lose,Lose,19,88,080-089,1,6,Cup Lose,NO,Lose
846,27,106,423,10/20/13,Extra,2 Flower Cup,7 Choco Mountain,Peter,9,Win,Win,36,109,100-109,3,10,Cup Win,NO,Win
847,27,106,424,10/20/13,Extra,2 Flower Cup,8 Mario Raceway,Mario,6,Lose,Lose,19,88,080-089,1,6,Cup Lose,NO,Lose
848,27,106,424,10/20/13,Extra,2 Flower Cup,8 Mario Raceway,Peter,9,Win,Win,36,109,100-109,3,10,Cup Win,NO,Win
849,27,107,425,10/20/13,Extra,3 Star Cup,9 Wario Stadium,Mario,0,Lose,Lose,15,88,080-089,1,6,Cup Lose,YES,Lose
850,27,107,425,10/20/13,Extra,3 Star Cup,9 Wario Stadium,Peter,1,Win,Win,22,109,100-109,3,10,Cup Win,YES,Win
851,27,107,426,10/20/13,Extra,3 Star Cup,10 Sherbert Land,Mario,3,Lose,Lose,15,88,080-089,1,6,Cup Lose,YES,Lose
852,27,107,426,10/20/13,Extra,3 Star Cup,10 Sherbert Land,Peter,6,Win,Win,22,109,100-109,3,10,Cup Win,YES,Win
853,27,107,427,10/20/13,Extra,3 Star Cup,11 Royal Raceway,Mario,3,Lose,Lose,15,88,080-089,1,6,Cup Lose,NO,Lose
854,27,107,427,10/20/13,Extra,3 Star Cup,11 Royal Raceway,Peter,9,Win,Win,22,109,100-109,3,10,Cup Win,NO,Win
855,27,107,428,10/20/13,Extra,3 Star Cup,12 Bowser's Castle,Mario,9,Win,Lose,15,88,080-089,1,6,Cup Lose,NO,Lose
856,27,107,428,10/20/13,Extra,3 Star Cup,12 Bowser's Castle,Peter,6,Lose,Win,22,109,100-109,3,10,Cup Win,NO,Win
857,27,108,429,10/20/13,Extra,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Lose,24,88,080-089,1,6,Cup Lose,NO,Lose
858,27,108,429,10/20/13,Extra,4 Special Cup,13 DK's Jungle Parkway,Peter,6,Lose,Win,27,109,100-109,3,10,Cup Win,NO,Win
859,27,108,430,10/20/13,Extra,4 Special Cup,14 Yoshi Valley,Mario,6,Lose,Lose,24,88,080-089,1,6,Cup Lose,NO,Lose
860,27,108,430,10/20/13,Extra,4 Special Cup,14 Yoshi Valley,Peter,9,Win,Win,27,109,100-109,3,10,Cup Win,NO,Win
861,27,108,431,10/20/13,Extra,4 Special Cup,15 Banshee Boardwalk,Mario,0,Lose,Lose,24,88,080-089,1,6,Cup Lose,YES,Lose
862,27,108,431,10/20/13,Extra,4 Special Cup,15 Banshee Boardwalk,Peter,6,Win,Win,27,109,100-109,3,10,Cup Win,YES,Win
863,27,108,432,10/20/13,Extra,4 Special Cup,16 Rainbow Road,Mario,9,Win,Lose,24,88,080-089,1,6,Cup Lose,NO,Lose
864,27,108,432,10/20/13,Extra,4 Special Cup,16 Rainbow Road,Peter,6,Lose,Win,27,109,100-109,3,10,Cup Win,NO,Win
865,28,109,433,10/20/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Lose,Win,33,118,110-119,3,11,Cup Win,NO,Win
866,28,109,433,10/20/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Lose,27,91,090-099,1,5,Cup Lose,NO,Lose
867,28,109,434,10/20/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Win,33,118,110-119,3,11,Cup Win,NO,Win
868,28,109,434,10/20/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,6,Lose,Lose,27,91,090-099,1,5,Cup Lose,NO,Lose
869,28,109,435,10/20/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,9,Win,Win,33,118,110-119,3,11,Cup Win,NO,Win
870,28,109,435,10/20/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Lose,27,91,090-099,1,5,Cup Lose,NO,Lose
871,28,109,436,10/20/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Win,33,118,110-119,3,11,Cup Win,NO,Win
872,28,109,436,10/20/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Lose,27,91,090-099,1,5,Cup Lose,NO,Lose
873,28,110,437,10/20/13,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,9,Win,Lose,25,118,110-119,3,11,Cup Win,NO,Win
874,28,110,437,10/20/13,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,6,Lose,Win,27,91,090-099,1,5,Cup Lose,NO,Lose
875,28,110,438,10/20/13,150cc,2 Flower Cup,6 Frappe Snowland,Mario,6,Lose,Lose,25,118,110-119,3,11,Cup Win,NO,Win
876,28,110,438,10/20/13,150cc,2 Flower Cup,6 Frappe Snowland,Peter,9,Win,Win,27,91,090-099,1,5,Cup Lose,NO,Lose
877,28,110,439,10/20/13,150cc,2 Flower Cup,7 Choco Mountain,Mario,9,Win,Lose,25,118,110-119,3,11,Cup Win,NO,Win
878,28,110,439,10/20/13,150cc,2 Flower Cup,7 Choco Mountain,Peter,6,Lose,Win,27,91,090-099,1,5,Cup Lose,NO,Lose
879,28,110,440,10/20/13,150cc,2 Flower Cup,8 Mario Raceway,Mario,1,Lose,Lose,25,118,110-119,3,11,Cup Win,YES,Win
880,28,110,440,10/20/13,150cc,2 Flower Cup,8 Mario Raceway,Peter,6,Win,Win,27,91,090-099,1,5,Cup Lose,YES,Lose
881,28,111,441,10/20/13,150cc,3 Star Cup,9 Wario Stadium,Mario,9,Win,Win,30,118,110-119,3,11,Cup Win,NO,Win
882,28,111,441,10/20/13,150cc,3 Star Cup,9 Wario Stadium,Peter,3,Lose,Lose,13,91,090-099,1,5,Cup Lose,NO,Lose
883,28,111,442,10/20/13,150cc,3 Star Cup,10 Sherbert Land,Mario,9,Win,Win,30,118,110-119,3,11,Cup Win,NO,Win
884,28,111,442,10/20/13,150cc,3 Star Cup,10 Sherbert Land,Peter,6,Lose,Lose,13,91,090-099,1,5,Cup Lose,NO,Lose
885,28,111,443,10/20/13,150cc,3 Star Cup,11 Royal Raceway,Mario,6,Win,Win,30,118,110-119,3,11,Cup Win,YES,Win
886,28,111,443,10/20/13,150cc,3 Star Cup,11 Royal Raceway,Peter,1,Lose,Lose,13,91,090-099,1,5,Cup Lose,YES,Lose
887,28,111,444,10/20/13,150cc,3 Star Cup,12 Bowser's Castle,Mario,6,Win,Win,30,118,110-119,3,11,Cup Win,YES,Win
888,28,111,444,10/20/13,150cc,3 Star Cup,12 Bowser's Castle,Peter,3,Lose,Lose,13,91,090-099,1,5,Cup Lose,YES,Lose
889,28,112,445,10/20/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Mario,6,Lose,Win,30,118,110-119,3,11,Cup Win,NO,Win
890,28,112,445,10/20/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Peter,9,Win,Lose,24,91,090-099,1,5,Cup Lose,NO,Lose
891,28,112,446,10/20/13,150cc,4 Special Cup,14 Yoshi Valley,Mario,9,Win,Win,30,118,110-119,3,11,Cup Win,NO,Win
892,28,112,446,10/20/13,150cc,4 Special Cup,14 Yoshi Valley,Peter,3,Lose,Lose,24,91,090-099,1,5,Cup Lose,NO,Lose
893,28,112,447,10/20/13,150cc,4 Special Cup,15 Banshee Boardwalk,Mario,9,Win,Win,30,118,110-119,3,11,Cup Win,NO,Win
894,28,112,447,10/20/13,150cc,4 Special Cup,15 Banshee Boardwalk,Peter,3,Lose,Lose,24,91,090-099,1,5,Cup Lose,NO,Lose
895,28,112,448,10/20/13,150cc,4 Special Cup,16 Rainbow Road,Mario,6,Lose,Win,30,118,110-119,3,11,Cup Win,NO,Win
896,28,112,448,10/20/13,150cc,4 Special Cup,16 Rainbow Road,Peter,9,Win,Lose,24,91,090-099,1,5,Cup Lose,NO,Lose
897,29,113,449,10/20/13,Extra,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Lose,Lose,27,107,100-109,3,8,Cup Win,NO,Win
898,29,113,449,10/20/13,Extra,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Win,33,85,080-089,1,8,Cup Lose,NO,Lose
899,29,113,450,10/20/13,Extra,1 Mushroom Cup,2 Moo Moo Farm,Mario,6,Lose,Lose,27,107,100-109,3,8,Cup Win,NO,Win
900,29,113,450,10/20/13,Extra,1 Mushroom Cup,2 Moo Moo Farm,Peter,9,Win,Win,33,85,080-089,1,8,Cup Lose,NO,Lose
901,29,113,451,10/20/13,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,6,Lose,Lose,27,107,100-109,3,8,Cup Win,NO,Win
902,29,113,451,10/20/13,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,9,Win,Win,33,85,080-089,1,8,Cup Lose,NO,Lose
903,29,113,452,10/20/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Lose,27,107,100-109,3,8,Cup Win,NO,Win
904,29,113,452,10/20/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Win,33,85,080-089,1,8,Cup Lose,NO,Lose
905,29,114,453,10/20/13,Extra,2 Flower Cup,5 Toad's Turnpike,Mario,3,Lose,Win,30,107,100-109,3,8,Cup Win,YES,Win
906,29,114,453,10/20/13,Extra,2 Flower Cup,5 Toad's Turnpike,Peter,6,Win,Lose,12,85,080-089,1,8,Cup Lose,YES,Lose
907,29,114,454,10/20/13,Extra,2 Flower Cup,6 Frappe Snowland,Mario,9,Win,Win,30,107,100-109,3,8,Cup Win,NO,Win
908,29,114,454,10/20/13,Extra,2 Flower Cup,6 Frappe Snowland,Peter,3,Lose,Lose,12,85,080-089,1,8,Cup Lose,NO,Lose
909,29,114,455,10/20/13,Extra,2 Flower Cup,7 Choco Mountain,Mario,9,Win,Win,30,107,100-109,3,8,Cup Win,NO,Win
910,29,114,455,10/20/13,Extra,2 Flower Cup,7 Choco Mountain,Peter,0,Lose,Lose,12,85,080-089,1,8,Cup Lose,NO,Lose
911,29,114,456,10/20/13,Extra,2 Flower Cup,8 Mario Raceway,Mario,9,Win,Win,30,107,100-109,3,8,Cup Win,NO,Win
912,29,114,456,10/20/13,Extra,2 Flower Cup,8 Mario Raceway,Peter,3,Lose,Lose,12,85,080-089,1,8,Cup Lose,NO,Lose
913,29,115,457,10/20/13,Extra,3 Star Cup,9 Wario Stadium,Mario,1,Lose,Win,25,107,100-109,3,8,Cup Win,YES,Win
914,29,115,457,10/20/13,Extra,3 Star Cup,9 Wario Stadium,Peter,3,Win,Lose,21,85,080-089,1,8,Cup Lose,YES,Lose
915,29,115,458,10/20/13,Extra,3 Star Cup,10 Sherbert Land,Mario,9,Win,Win,25,107,100-109,3,8,Cup Win,NO,Win
916,29,115,458,10/20/13,Extra,3 Star Cup,10 Sherbert Land,Peter,6,Lose,Lose,21,85,080-089,1,8,Cup Lose,NO,Lose
917,29,115,459,10/20/13,Extra,3 Star Cup,11 Royal Raceway,Mario,9,Win,Win,25,107,100-109,3,8,Cup Win,NO,Win
918,29,115,459,10/20/13,Extra,3 Star Cup,11 Royal Raceway,Peter,3,Lose,Lose,21,85,080-089,1,8,Cup Lose,NO,Lose
919,29,115,460,10/20/13,Extra,3 Star Cup,12 Bowser's Castle,Mario,6,Lose,Win,25,107,100-109,3,8,Cup Win,NO,Win
920,29,115,460,10/20/13,Extra,3 Star Cup,12 Bowser's Castle,Peter,9,Win,Lose,21,85,080-089,1,8,Cup Lose,NO,Lose
921,29,116,461,10/20/13,Extra,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Win,25,107,100-109,3,8,Cup Win,NO,Win
922,29,116,461,10/20/13,Extra,4 Special Cup,13 DK's Jungle Parkway,Peter,1,Lose,Lose,19,85,080-089,1,8,Cup Lose,NO,Lose
923,29,116,462,10/20/13,Extra,4 Special Cup,14 Yoshi Valley,Mario,9,Win,Win,25,107,100-109,3,8,Cup Win,NO,Win
924,29,116,462,10/20/13,Extra,4 Special Cup,14 Yoshi Valley,Peter,6,Lose,Lose,19,85,080-089,1,8,Cup Lose,NO,Lose
925,29,116,463,10/20/13,Extra,4 Special Cup,15 Banshee Boardwalk,Mario,1,Lose,Win,25,107,100-109,3,8,Cup Win,YES,Win
926,29,116,463,10/20/13,Extra,4 Special Cup,15 Banshee Boardwalk,Peter,3,Win,Lose,19,85,080-089,1,8,Cup Lose,YES,Lose
927,29,116,464,10/20/13,Extra,4 Special Cup,16 Rainbow Road,Mario,6,Lose,Win,25,107,100-109,3,8,Cup Win,NO,Win
928,29,116,464,10/20/13,Extra,4 Special Cup,16 Rainbow Road,Peter,9,Win,Lose,19,85,080-089,1,8,Cup Lose,NO,Lose
929,30,117,465,10/20/13,Extra,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Lose,Win,33,117,110-119,3,9,Cup Win,NO,Win
930,30,117,465,10/20/13,Extra,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Lose,27,104,100-109,1,7,Cup Lose,NO,Lose
931,30,117,466,10/20/13,Extra,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Win,33,117,110-119,3,9,Cup Win,NO,Win
932,30,117,466,10/20/13,Extra,1 Mushroom Cup,2 Moo Moo Farm,Peter,6,Lose,Lose,27,104,100-109,1,7,Cup Lose,NO,Lose
933,30,117,467,10/20/13,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,9,Win,Win,33,117,110-119,3,9,Cup Win,NO,Win
934,30,117,467,10/20/13,Extra,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Lose,27,104,100-109,1,7,Cup Lose,NO,Lose
935,30,117,468,10/20/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Win,33,117,110-119,3,9,Cup Win,NO,Win
936,30,117,468,10/20/13,Extra,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Lose,27,104,100-109,1,7,Cup Lose,NO,Lose
937,30,118,469,10/20/13,Extra,2 Flower Cup,5 Toad's Turnpike,Mario,9,Win,Win,30,117,110-119,3,9,Cup Win,NO,Win
938,30,118,469,10/20/13,Extra,2 Flower Cup,5 Toad's Turnpike,Peter,3,Lose,Lose,27,104,100-109,1,7,Cup Lose,NO,Lose
939,30,118,470,10/20/13,Extra,2 Flower Cup,6 Frappe Snowland,Mario,9,Win,Win,30,117,110-119,3,9,Cup Win,NO,Win
940,30,118,470,10/20/13,Extra,2 Flower Cup,6 Frappe Snowland,Peter,6,Lose,Lose,27,104,100-109,1,7,Cup Lose,NO,Lose
941,30,118,471,10/20/13,Extra,2 Flower Cup,7 Choco Mountain,Mario,6,Lose,Win,30,117,110-119,3,9,Cup Win,NO,Win
942,30,118,471,10/20/13,Extra,2 Flower Cup,7 Choco Mountain,Peter,9,Win,Lose,27,104,100-109,1,7,Cup Lose,NO,Lose
943,30,118,472,10/20/13,Extra,2 Flower Cup,8 Mario Raceway,Mario,6,Lose,Win,30,117,110-119,3,9,Cup Win,NO,Win
944,30,118,472,10/20/13,Extra,2 Flower Cup,8 Mario Raceway,Peter,9,Win,Lose,27,104,100-109,1,7,Cup Lose,NO,Lose
945,30,119,473,10/20/13,Extra,3 Star Cup,9 Wario Stadium,Mario,3,Lose,Win,27,117,110-119,3,9,Cup Win,NO,Win
946,30,119,473,10/20/13,Extra,3 Star Cup,9 Wario Stadium,Peter,9,Win,Lose,17,104,100-109,1,7,Cup Lose,NO,Lose
947,30,119,474,10/20/13,Extra,3 Star Cup,10 Sherbert Land,Mario,9,Win,Win,27,117,110-119,3,9,Cup Win,NO,Win
948,30,119,474,10/20/13,Extra,3 Star Cup,10 Sherbert Land,Peter,6,Lose,Lose,17,104,100-109,1,7,Cup Lose,NO,Lose
949,30,119,475,10/20/13,Extra,3 Star Cup,11 Royal Raceway,Mario,9,Win,Win,27,117,110-119,3,9,Cup Win,NO,Win
950,30,119,475,10/20/13,Extra,3 Star Cup,11 Royal Raceway,Peter,1,Lose,Lose,17,104,100-109,1,7,Cup Lose,NO,Lose
951,30,119,476,10/20/13,Extra,3 Star Cup,12 Bowser's Castle,Mario,6,Win,Win,27,117,110-119,3,9,Cup Win,YES,Win
952,30,119,476,10/20/13,Extra,3 Star Cup,12 Bowser's Castle,Peter,1,Lose,Lose,17,104,100-109,1,7,Cup Lose,YES,Lose
953,30,120,477,10/20/13,Extra,4 Special Cup,13 DK's Jungle Parkway,Mario,6,Lose,Lose,27,117,110-119,3,9,Cup Win,NO,Win
954,30,120,477,10/20/13,Extra,4 Special Cup,13 DK's Jungle Parkway,Peter,9,Win,Win,33,104,100-109,1,7,Cup Lose,NO,Lose
955,30,120,478,10/20/13,Extra,4 Special Cup,14 Yoshi Valley,Mario,9,Win,Lose,27,117,110-119,3,9,Cup Win,NO,Win
956,30,120,478,10/20/13,Extra,4 Special Cup,14 Yoshi Valley,Peter,6,Lose,Win,33,104,100-109,1,7,Cup Lose,NO,Lose
957,30,120,479,10/20/13,Extra,4 Special Cup,15 Banshee Boardwalk,Mario,6,Lose,Lose,27,117,110-119,3,9,Cup Win,NO,Win
958,30,120,479,10/20/13,Extra,4 Special Cup,15 Banshee Boardwalk,Peter,9,Win,Win,33,104,100-109,1,7,Cup Lose,NO,Lose
959,30,120,480,10/20/13,Extra,4 Special Cup,16 Rainbow Road,Mario,6,Lose,Lose,27,117,110-119,3,9,Cup Win,NO,Win
960,30,120,480,10/20/13,Extra,4 Special Cup,16 Rainbow Road,Peter,9,Win,Win,33,104,100-109,1,7,Cup Lose,NO,Lose
961,31,121,481,10/20/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Lose,Win,33,111,110-119,3,10,Cup Win,NO,Win
962,31,121,481,10/20/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Lose,27,108,100-109,1,6,Cup Lose,NO,Lose
963,31,121,482,10/20/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Win,33,111,110-119,3,10,Cup Win,NO,Win
964,31,121,482,10/20/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,6,Lose,Lose,27,108,100-109,1,6,Cup Lose,NO,Lose
965,31,121,483,10/20/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,9,Win,Win,33,111,110-119,3,10,Cup Win,NO,Win
966,31,121,483,10/20/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,6,Lose,Lose,27,108,100-109,1,6,Cup Lose,NO,Lose
967,31,121,484,10/20/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Win,33,111,110-119,3,10,Cup Win,NO,Win
968,31,121,484,10/20/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Lose,27,108,100-109,1,6,Cup Lose,NO,Lose
969,31,122,485,10/20/13,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,9,Win,Win,33,111,110-119,3,10,Cup Win,NO,Win
970,31,122,485,10/20/13,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,6,Lose,Lose,27,108,100-109,1,6,Cup Lose,NO,Lose
971,31,122,486,10/20/13,150cc,2 Flower Cup,6 Frappe Snowland,Mario,9,Win,Win,33,111,110-119,3,10,Cup Win,NO,Win
972,31,122,486,10/20/13,150cc,2 Flower Cup,6 Frappe Snowland,Peter,6,Lose,Lose,27,108,100-109,1,6,Cup Lose,NO,Lose
973,31,122,487,10/20/13,150cc,2 Flower Cup,7 Choco Mountain,Mario,9,Win,Win,33,111,110-119,3,10,Cup Win,NO,Win
974,31,122,487,10/20/13,150cc,2 Flower Cup,7 Choco Mountain,Peter,6,Lose,Lose,27,108,100-109,1,6,Cup Lose,NO,Lose
975,31,122,488,10/20/13,150cc,2 Flower Cup,8 Mario Raceway,Mario,6,Lose,Win,33,111,110-119,3,10,Cup Win,NO,Win
976,31,122,488,10/20/13,150cc,2 Flower Cup,8 Mario Raceway,Peter,9,Win,Lose,27,108,100-109,1,6,Cup Lose,NO,Lose
977,31,123,489,10/20/13,150cc,3 Star Cup,9 Wario Stadium,Mario,3,Lose,Lose,18,111,110-119,3,10,Cup Win,NO,Win
978,31,123,489,10/20/13,150cc,3 Star Cup,9 Wario Stadium,Peter,9,Win,Win,30,108,100-109,1,6,Cup Lose,NO,Lose
979,31,123,490,10/20/13,150cc,3 Star Cup,10 Sherbert Land,Mario,3,Lose,Lose,18,111,110-119,3,10,Cup Win,NO,Win
980,31,123,490,10/20/13,150cc,3 Star Cup,10 Sherbert Land,Peter,9,Win,Win,30,108,100-109,1,6,Cup Lose,NO,Lose
981,31,123,491,10/20/13,150cc,3 Star Cup,11 Royal Raceway,Mario,6,Lose,Lose,18,111,110-119,3,10,Cup Win,NO,Win
982,31,123,491,10/20/13,150cc,3 Star Cup,11 Royal Raceway,Peter,9,Win,Win,30,108,100-109,1,6,Cup Lose,NO,Lose
983,31,123,492,10/20/13,150cc,3 Star Cup,12 Bowser's Castle,Mario,6,Win,Lose,18,111,110-119,3,10,Cup Win,YES,Win
984,31,123,492,10/20/13,150cc,3 Star Cup,12 Bowser's Castle,Peter,3,Lose,Win,30,108,100-109,1,6,Cup Lose,YES,Lose
985,31,124,493,10/20/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Win,27,111,110-119,3,10,Cup Win,NO,Win
986,31,124,493,10/20/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Peter,6,Lose,Lose,24,108,100-109,1,6,Cup Lose,NO,Lose
987,31,124,494,10/20/13,150cc,4 Special Cup,14 Yoshi Valley,Mario,9,Win,Win,27,111,110-119,3,10,Cup Win,NO,Win
988,31,124,494,10/20/13,150cc,4 Special Cup,14 Yoshi Valley,Peter,3,Lose,Lose,24,108,100-109,1,6,Cup Lose,NO,Lose
989,31,124,495,10/20/13,150cc,4 Special Cup,15 Banshee Boardwalk,Mario,0,Lose,Win,27,111,110-119,3,10,Cup Win,NO,Win
990,31,124,495,10/20/13,150cc,4 Special Cup,15 Banshee Boardwalk,Peter,9,Win,Lose,24,108,100-109,1,6,Cup Lose,NO,Lose
991,31,124,496,10/20/13,150cc,4 Special Cup,16 Rainbow Road,Mario,9,Win,Win,27,111,110-119,3,10,Cup Win,NO,Win
992,31,124,496,10/20/13,150cc,4 Special Cup,16 Rainbow Road,Peter,6,Lose,Lose,24,108,100-109,1,6,Cup Lose,NO,Lose
993,32,125,497,10/25/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Mario,6,Lose,Win,30,111,110-119,1,8,Points Lose,NO,Lose
994,32,125,497,10/25/13,150cc,1 Mushroom Cup,1 Luigi Raceway,Peter,9,Win,Lose,27,117,110-119,1,8,Points Win,NO,Win
995,32,125,498,10/25/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Mario,9,Win,Win,30,111,110-119,1,8,Points Lose,NO,Lose
996,32,125,498,10/25/13,150cc,1 Mushroom Cup,2 Moo Moo Farm,Peter,3,Lose,Lose,27,117,110-119,1,8,Points Win,NO,Win
997,32,125,499,10/25/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Mario,6,Lose,Win,30,111,110-119,1,8,Points Lose,NO,Lose
998,32,125,499,10/25/13,150cc,1 Mushroom Cup,3 Koopa Troopa Beach,Peter,9,Win,Lose,27,117,110-119,1,8,Points Win,NO,Win
999,32,125,500,10/25/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Mario,9,Win,Win,30,111,110-119,1,8,Points Lose,NO,Lose
1000,32,125,500,10/25/13,150cc,1 Mushroom Cup,4 Kalimari Desert,Peter,6,Lose,Lose,27,117,110-119,1,8,Points Win,NO,Win
1001,32,126,501,10/25/13,150cc,2 Flower Cup,5 Toad's Turnpike,Mario,3,Lose,Lose,21,111,110-119,1,8,Points Lose,NO,Lose
1002,32,126,501,10/25/13,150cc,2 Flower Cup,5 Toad's Turnpike,Peter,9,Win,Win,30,117,110-119,1,8,Points Win,NO,Win
1003,32,126,502,10/25/13,150cc,2 Flower Cup,6 Frappe Snowland,Mario,9,Win,Lose,21,111,110-119,1,8,Points Lose,NO,Lose
1004,32,126,502,10/25/13,150cc,2 Flower Cup,6 Frappe Snowland,Peter,6,Lose,Win,30,117,110-119,1,8,Points Win,NO,Win
1005,32,126,503,10/25/13,150cc,2 Flower Cup,7 Choco Mountain,Mario,0,Lose,Lose,21,111,110-119,1,8,Points Lose,NO,Lose
1006,32,126,503,10/25/13,150cc,2 Flower Cup,7 Choco Mountain,Peter,9,Win,Win,30,117,110-119,1,8,Points Win,NO,Win
1007,32,126,504,10/25/13,150cc,2 Flower Cup,8 Mario Raceway,Mario,9,Win,Lose,21,111,110-119,1,8,Points Lose,NO,Lose
1008,32,126,504,10/25/13,150cc,2 Flower Cup,8 Mario Raceway,Peter,6,Lose,Win,30,117,110-119,1,8,Points Win,NO,Win
1009,32,127,505,10/25/13,150cc,3 Star Cup,9 Wario Stadium,Mario,6,Lose,Tie,30,111,110-119,1,8,Points Lose,NO,Lose
1010,32,127,505,10/25/13,150cc,3 Star Cup,9 Wario Stadium,Peter,9,Win,Tie,30,117,110-119,1,8,Points Win,NO,Win
1011,32,127,506,10/25/13,150cc,3 Star Cup,10 Sherbert Land,Mario,9,Win,Tie,30,111,110-119,1,8,Points Lose,NO,Lose
1012,32,127,506,10/25/13,150cc,3 Star Cup,10 Sherbert Land,Peter,6,Lose,Tie,30,117,110-119,1,8,Points Win,NO,Win
1013,32,127,507,10/25/13,150cc,3 Star Cup,11 Royal Raceway,Mario,9,Win,Tie,30,111,110-119,1,8,Points Lose,NO,Lose
1014,32,127,507,10/25/13,150cc,3 Star Cup,11 Royal Raceway,Peter,6,Lose,Tie,30,117,110-119,1,8,Points Win,NO,Win
1015,32,127,508,10/25/13,150cc,3 Star Cup,12 Bowser's Castle,Mario,6,Lose,Tie,30,111,110-119,1,8,Points Lose,NO,Lose
1016,32,127,508,10/25/13,150cc,3 Star Cup,12 Bowser's Castle,Peter,9,Win,Tie,30,117,110-119,1,8,Points Win,NO,Win
1017,32,128,509,10/25/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Mario,9,Win,Tie,30,111,110-119,1,8,Points Lose,NO,Lose
1018,32,128,509,10/25/13,150cc,4 Special Cup,13 DK's Jungle Parkway,Peter,6,Lose,Tie,30,117,110-119,1,8,Points Win,NO,Win
1019,32,128,510,10/25/13,150cc,4 Special Cup,14 Yoshi Valley,Mario,6,Lose,Tie,30,111,110-119,1,8,Points Lose,NO,Lose
